24279,Dolice,42-320,Rzemieslnicza,411,60,Wierzbno
24280,Duszniki-Zdroj,15-679,Malinowa,312,46,Witolin
24281,Drawsko Pomorskie,56-230,Zabia,44,16,Dolny Mokotow
24282,Dolice,34-055,Ludowa,472,17,Filtry
24283,Szczecin,77-094,Towarowa,348,20,Nadolnik
24284,Czerniejewo,33-033,Slonecznikowa,175,78,Sluzew
24285,Swiebodzice,31-952,Dolna,497,16,Muranow
24286,Gliwice,09-067,Baltycka,152,51,Mokotow-Poludnie
24287,Bielsko-Biala,99-593,Wojciecha,36,40,Pomiechowek
24288,Klucze,13-954,Wojciecha,481,42,Krowodrza
24289,Chrzanow,17-099,Korczaka,205,18,Wola
24290,Dubiecko,46-137,Jesienna,300,21,Czacki
24291,Glogow,26-891,Jalowcowa,262,74,Wesola
24292,Czorsztyn,40-064,Kolejowa,191,71,Bielany
24293,Koscian,97-484,Dojazdowa,383,12,Mlociny
24294,Chocznia,42-359,Stycznia,282,37,Bartycka
24295,Ciechanow,99-172,Jabloniowa,105,79,Powsin
24296,Elblag,06-645,Okulickiego,306,73,Muranow Poludniowy
24297,Drawsko Pomorskie,64-210,Drzymaly,185,71,Natolin
24298,Chocianow,58-148,Strzelecka,40,57,Grochow
24299,Dabrowa Gornicza,84-957,Blekitna,264,29,Ksawerow
24300,Czersk,36-035,Walowa,398,19,Saska Kepa
24301,Klucze,52-029,Boleslawa Chrobrego,119,48,Wlochy
24302,Gliwice,51-774,Zachodnia,259,34,Rakowka-Kaweczyn
24303,Czorsztyn,99-130,Bociania,202,26,Goclaw
24304,Kalisz,73-964,Jaskolcza,323,20,Witolin
24305,Rzeszow,37-377,Pulaskiego,93,35,Sadyba
24306,Chrzanow,24-952,Srebrna,20,41,Kozia
24307,Kety,10-567,Wyszynskiego,129,34,Zoliborz
24308,Poznan,80-535,Stefana Batorego,90,16,Grodzisk
24309,Chorzele,10-750,Zlota,394,74,Kamionek
24310,Swiebodzice,37-660,Szewska,394,79,Solec
24311,Garwolin,05-700,Slowianska,422,59,Targowek
24312,Dziwnow,76-684,Rataja,293,51,Kozia
24313,Zabrze,19-111,Wolnosci,283,32,Rembertow
24314,Chelmiec,81-293,Krzywa,388,56,Wilcza
24315,Sopot,86-734,Stefana Batorego,297,58,Wilanow
24316,Torun,22-889,Zaulek,105,34,Kaskada
24317,Przemysl,15-021,Lanowa,263,39,Mokotow-Poludnie
24318,Katowice,19-126,Piastowska,380,81,Czerniakow
24319,Frombork,75-170,Brzoskwiniowa,26,36,Witolin
24320,Wloclawek,19-343,Wolnosci,129,38,Srodmiescie
24321,Czerniejewo,55-386,Dojazdowa,329,62,Mokotow-Poludnie
24322,Chelmiec,37-071,Zapolskiej,267,72,Kepa Tarchominska
24323,Gubin,75-853,Kaliska,92,11,Bemowo
24324,Elblag,59-934,Stawowa,376,17,Pomiechowek
24325,Warsaw,93-298,Wroclawska,438,33,Wilcza
24326,Czosnow,48-147,Stroma,237,80,Grodzisk
24327,Tychy,59-462,Pulaskiego,372,41,Mokotow-Poludnie
24328,Chocznia,72-177,Morska,439,15,Przyczolek Grochowski
24329,Katowice,87-428,Sucharskiego,229,65,Koszyki
24330,Choszczno,65-702,Broniewskiego,141,27,Nadolnik
24331,Lublin,27-970,Partyzantow,233,36,Wilcza
24332,Gostyn,79-162,Dabrowskiej,321,43,Bartycka
24333,Gliwice,47-511,Szarych Szeregow,25,65,Wlochy
24334,Gliwice,02-362,Ksiezycowa,172,61,Michalowice
24335,Klobuck,38-265,Szpitalna,55,59,Kaweczyn
24336,Krasnik,66-424,Towarowa,22,69,Srodmiescie
24337,Lublin,96-024,Walowa,496,47,Kamionek
24338,Garwolin,45-889,Rataja,291,39,Powisle
24339,Glogow,87-746,Lisia,317,19,Przyczolek Grochowski
24340,Wroclaw,75-779,Makowa,377,36,Sadyba
24341,Jarocin,49-082,Paderewskiego,262,64,Grodzisk
24342,Ciechanow,14-956,Jana III Sobieskiego,480,33,Ksawerow
24343,Bytom,48-252,Kasztanowa,230,68,Marsa
24344,Czarnkow,91-488,Szkolna,213,83,Kabaty
24345,Garwolin,51-342,Listopada,358,35,Ochota
24346,Elblag,65-741,Dworska,279,21,Lipiny
24347,Duszniki-Zdroj,48-545,Drzymaly,253,50,Dolny Mokotow
24348,Ciechocinek,18-510,Wodna,201,26,Dolny Mokotow
24349,Wloclawek,92-981,Dolna,200,67,Rakowka
24350,Ciechocinek,91-201,Kosynierow,310,13,Szczesliwice
24351,Dobrzany,63-536,Orzechowa,253,33,Natolin
24352,Grudziadz,83-985,Wybickiego,57,37,Stare Miasto
24353,Dubiecko,95-093,Krotka,135,26,Pomiechowek
24354,Chelmno,83-384,Podgorna,403,18,Siekierki
24355,Swiebodzice,29-691,Pomorska,424,84,Gorczewska
24356,Goleniow,75-528,Mazurska,30,68,Natolin
24357,Plock,77-073,Borowa,253,74,Michalowice
24358,Mielec,53-141,Daszynskiego,494,33,Rembertow
24359,Krasnik,27-462,Tartaczna,221,27,Srodmiescie
24360,Wloclawek,52-993,Morelowa,274,69,Bielany
24361,Frydman,36-682,Storczykowa,114,15,Czyste
24362,Chelmza,10-550,Turystyczna,470,60,Wilcza
24363,Wroclaw,52-795,Kamienna,21,82,Filtry
24364,Gostyn,38-530,Piwna,202,42,Czyste
24365,Swidwin,07-286,Sadowa,442,43,Koszyki
24366,Grudziadz,82-959,Mieszka I,144,47,Witolin
24367,Wroclaw,29-340,Gornicza,36,38,Czyste
24368,Kolobrzeg,36-863,Wierzbowa,211,45,Rakowka-Kaweczyn
24369,Rybnik,42-033,Lipowa,22,53,Kabaty
24370,Czarnkow,82-469,Jana,100,42,Rembertow
24371,Gubin,75-082,Srebrna,102,58,Grabow
24372,Ruda Slaska,50-882,Wiosenna,122,20,Kamionek
24373,Ciechanow,07-484,Rejtana,156,15,Sluzew
24374,Kostrzyn nad Odra,76-105,Kielecka,21,46,Zacisze
24375,Dobczyce,58-269,Wierzbowa,264,65,Powisle
24376,Krasnik,80-718,Zwirowa,341,77,Radosna
24377,Drawsko Pomorskie,13-378,Przemyslowa,40,37,Powsin
24378,Kielce,55-511,Letniskowa,23,56,Praga-Poludnie
24379,Kalisz,05-956,Mila,442,12,Krowodrza
24380,Czerwionka,44-307,Matejki,447,49,Kaskada
24381,Choszczno,66-766,Pomorska,61,26,Lipiny
24382,Goleniow,58-271,Skosna,405,41,Zacisze
24383,Bialystok,07-686,Wierzbowa,38,51,Wesola
24384,Bytom,53-173,Graniczna,193,72,Rembertow
24385,Klobuck,44-494,Koscielna,469,32,Bialoleka
24386,Poznan,20-263,Krokusowa,64,46,Stara Milosna
24387,Tarnow,83-163,Listopada,188,23,Wygledow
24388,Ciechocinek,20-373,Zakole,245,72,Czyste
24389,Chelmno,14-267,Szkolna,127,21,Zoliborz
24390,Jaworzno,23-929,Laczna,372,53,Lomianki Dolne
24391,Bydgoszcz,95-084,Koscielna,182,26,Rakowka-Kaweczyn
24392,Grudziadz,16-548,Batalionow Chlopskich,299,26,Ochota
24393,Klobuck,58-502,Witosa,358,14,Solec
24394,Czersk,66-734,Miodowa,55,50,Powisle
24395,Kluczbork,30-182,Glogowa,72,28,Bemowo
24396,Przemysl,09-098,Zwirowa,38,73,Czyste
24397,Drezdenko,22-734,Orla,402,70,Grodzisk
24398,Inowroclaw,55-318,Labedzia,272,34,Stary Mokotow
24399,Kostrzyn nad Odra,56-354,Parkowa,332,23,Stegny
24400,Gdansk,38-739,Jana,443,17,Praga-Poludnie
24401,Jaworzno,63-963,Morcinka,165,16,Goclaw
24402,Goleniow,84-614,Sokola,231,82,Marsa
24403,Legnica,72-292,Promienna,277,47,Jelonki
24404,Bialystok,32-761,Plater,322,54,Przyczolek Grochowski
24405,Wloclawek,77-700,Porzeczkowa,351,38,Wesola
24406,Dolice,26-902,Bukowa,54,70,Stary Mokotow
24407,Zabrze,93-424,Sienkiewicza,53,47,Przyczolek Grochowski
24408,Dobrzany,56-471,Orzechowa,162,55,Srodmiescie
24409,Kolobrzeg,09-885,Kilinskiego,138,43,Kozia
24410,Gliwice,84-771,Wroclawska,253,47,Wola
24411,Gniezno,16-949,Ludowa,150,31,Grodzisk
24412,Katowice,08-022,Witosa,19,52,Lazienki Krolewskie
24413,Mielec,05-690,Korfantego,342,20,Wilanow
24414,Goleniow,01-557,Lisia,91,76,Marsa
24415,Sopot,88-071,Zwyciestwa,155,43,Nowa Huta
24416,Ciechanow,99-782,Torunska,473,26,Ochota
24417,Olsztyn,22-159,Zaulek,432,23,Ksiecia Janusza
24418,Kutno,12-621,Broniewskiego,317,35,Wesola
24419,Chelmza,78-813,Zamkowa,335,27,Rakowka-Kaweczyn
24420,Drawno,43-971,Zlota,243,71,Czerniakow
24421,Warsaw,11-876,Letniskowa,122,60,Mokotow-Poludnie
24422,Frysztak,93-638,Paderewskiego,472,18,Michalowice
24423,Duszniki-Zdroj,68-315,Zurawia,474,59,Goclaw
24424,Gostyn,78-927,Wladyslawa Lokietka,304,49,Rakowka-Kaweczyn
24425,Warsaw,46-915,Bankowa,174,71,Powisle
24426,Gniezno,46-348,Wroclawska,182,58,Bartycka
24427,Rzeszow,30-257,Krotka,270,73,Grodzisk
24428,Mielec,03-215,Rozana,307,64,Bartycka
24429,Kutno,19-709,Ceglana,277,73,Siekierki
24430,Ciechocinek,02-738,Kasprowicza,100,46,Pyry
24431,Gizycko,81-798,Traugutta,468,70,Wrzeciono
24432,Czestochowa,39-821,Letnia,133,41,Wola
24433,Jarocin,22-504,Makuszynskiego,392,48,Bialoleka
24434,Warsaw,60-308,Poprzeczna,114,54,Olesinska
24435,Gliwice,28-579,Dlugosza,217,13,Wlochy
24436,Mielec,22-513,Kolorowa,267,75,Powsin
24437,Duszniki-Zdroj,22-044,Cmentarna,120,68,Pomiechowek
24438,Jarocin,02-667,Malczewskiego,262,23,Michalowice
24439,Chojnice,86-159,Kasprowicza,43,27,Ochota
24440,Choszczno,88-858,Orzeszkowej,430,47,Targowek
24441,Tarnow,24-001,Zaulek,157,12,Lomianki Dolne
24442,Tarnow,81-352,Pomorska,397,38,Saska Kepa
24443,Dobczyce,68-068,Krzywa,236,65,Lipiny
24444,Chelmza,87-933,Krucza,428,39,Nowa Huta
24445,Krakow,37-896,Odrzanska,485,25,Czyste
24446,Goleniow,81-089,Kilinskiego,36,37,Olesinska
24447,Swiebodzin,96-547,Paderewskiego,276,24,Kepa Tarchominska
24448,Chelmno,72-712,Rumiankowa,213,62,Ursus
24449,Koszalin,08-916,Grabowa,103,53,Ochota
24450,Lublin,34-927,Wiejska,272,44,Ksiecia Janusza
24451,Ciechocinek,84-250,Wroblewskiego,19,24,Ursus
24452,Swidnica,50-846,Dluga,103,61,Lipiny
24453,Kostrzyn nad Odra,10-795,Golebia,195,71,Michalowice
24454,Czerwionka,33-672,Daleka,485,60,Kamionek
24455,Drezdenko,69-471,Stefana Batorego,122,38,Wilanow
24456,Sopot,33-341,Mieszka I,18,61,Stary Mokotow
24457,Swiebodzice,37-143,Porzeczkowa,376,15,Wierzbno
24458,Chojna,70-547,Lelewela,265,29,Wlochy
24459,Bialystok,23-385,Klonowa,15,80,Rakowiec
24460,Kalisz,74-081,Miarki,31,28,Witolin
24461,Bialystok,51-746,Jana,221,17,Kepa Tarchominska
24462,Kluczbork,92-759,Okulickiego,45,74,Ksiecia Janusza
24463,Swidnica,14-146,Przemyslowa,452,27,Koszyki
24464,Chrzanow,87-679,Rolnicza,236,44,Czerniakow
24465,Czerniejewo,73-684,Kolorowa,432,72,Mokotow-Poludnie
24466,Czaplinek,68-649,Browarna,106,79,Muranow
24467,Dabrowa Gornicza,53-041,Narutowicza,240,51,Bialoleka
24468,Chocianow,29-953,Piwna,212,48,Stegny
24469,Gostynin,33-296,Wrzosowa,339,74,Mokotow
24470,Rybnik,13-761,Wiatraczna,405,73,Mirow
24471,Katowice,67-013,Ciasna,308,43,Imielin
24472,Frampol,92-878,Wolnosci,391,11,Grochow
24473,Czarna Woda,34-657,Lipowa,453,66,Mokotow Zachodni
24474,Czchow,26-178,Zurawia,299,72,Mlociny
24475,Kazimierz Dolny,20-195,Narutowicza,146,61,Grodzisk
24476,Tarnow,51-398,Makuszynskiego,193,57,Radosna
24477,Olsztyn,54-218,Stroma,54,15,Powisle
24478,Ruda Slaska,17-975,Waska,213,33,Przyczolek Grochowski
24479,Chelmiec,95-290,Hutnicza,454,32,Kepa Tarchominska
24480,Czersk,41-416,Tuwima,95,48,Rakowka
24481,Goleniow,23-408,Wiejska,333,69,Bielany
24482,Poznan,77-095,Gdanska,465,63,Rembertow
24483,Radom,37-050,Jesionowa,92,40,Gorny Mokotow
24484,Katowice,49-752,Kraszewskiego,80,13,Nadolnik
24485,Koszalin,54-979,Spoldzielcza,410,73,Muranow Poludniowy
24486,Elblag,11-007,Swierczewskiego,71,33,Zoliborz
24487,Dziwnowek,14-951,Walowa,353,75,Kaskada
24488,Rybnik,11-334,Skrajna,203,79,Powisle
24489,Zabrze,64-924,Orkana,465,51,Wilanow
24490,Chojna,76-371,Wroclawska,336,56,Kamionek
24491,Drezdenko,25-601,Wczasowa,487,52,Sluzewiec
24492,Chocznia,01-405,Kolorowa,63,76,Olesinska
24493,Rzeszow,11-354,Staffa,214,69,Nowa Huta
24494,Chelmiec,12-435,Kazimierza Wielkiego,386,84,Stara Milosna
24495,Chrzanow,63-633,Akacjowa,301,34,Kaweczyn
24496,Gostyn,44-057,Poprzeczna,99,63,Powisle
24497,Chelmiec,14-484,Zwirki i Wigury,344,52,Filtry
24498,Frysztak,33-061,Cegielniana,104,26,Grabow
24499,Rzeszow,95-036,Hallera,429,63,Stara Ochota
24500,Zabrze,09-428,Parkowa,429,43,Pomiechowek
24501,Chojno,07-049,Ksiezycowa,237,47,Radosna
24502,Chorzele,43-432,Zwirowa,167,40,Wesola
24503,Mielec,50-407,Glowna,389,39,Bemowo
24504,Opole,47-636,Srebrna,110,47,Rakowka
24505,Swiecie,07-209,Jasna,126,54,Ksawerow
24506,Czerniejewo,26-830,Polna,81,39,Koszyki
24507,Czerwionka,79-687,Jarzebinowa,146,44,Pyry
24508,Rzeszow,28-235,Rajska,474,83,Marsa
24509,Warsaw,47-069,Tylna,72,45,Pyry
24510,Poznan,15-986,Wojciecha,272,17,Wygledow
24511,Przemysl,41-308,Wojciecha,43,25,Wilcza
24512,Gniezno,57-117,Boleslawa Chrobrego,253,33,Szczesliwice
24513,Stargard Szczecinski,06-358,Bydgoska,70,15,Kozia
24514,Elblag,09-639,Powstancow,237,33,Wola
24515,Tarnow,07-432,Klonowa,387,79,Zacisze
24516,Folk,74-202,Owocowa,240,37,Pyry
24517,Chodziez,46-179,Brzoskwiniowa,193,44,Wygledow
24518,Kazimierz Dolny,83-815,Jasna,152,11,Bemowo
24519,Czarnkow,72-310,Pilsudskiego,38,70,Rakowka
24520,Kolobrzeg,17-057,Popieluszki,304,82,Czyste
24521,Czorsztyn,31-340,Gorna,96,67,Kaweczyn
24522,Wloclawek,59-404,Zwyciestwa,105,69,Saska Kepa
24523,Stargard Szczecinski,92-300,Sokola,52,81,Rakowka-Kaweczyn
24524,Czempin,29-595,Kosynierow,460,11,Koszyki
24525,Tychy,93-368,Powstancow Slaskich,186,47,Wlochy
24526,Chorzele,48-817,Rataja,287,22,Muranow
24527,Kalisz,70-366,Floriana,23,61,Stare Miasto
24528,Gdansk,65-375,Tulipanowa,85,68,Solec
24529,Cieplice,05-652,Szczesliwa,144,51,Targowek
24530,Glogow,13-356,Sosnowa,7,40,Pyry
24531,Krotoszyn,14-570,Grabowa,429,66,Mokotow
24532,Czarna Woda,68-637,Nalkowskiej,229,83,Bartycka
24533,Dziwnow,03-148,Letnia,93,83,Rakowiec
24534,Koszalin,62-973,Spacerowa,346,26,Kepa Tarchominska
24535,Ketrzyn,86-886,Wiklinowa,495,10,Zoliborz
24536,Garwolin,35-002,Gornicza,134,23,Kaweczyn
24537,Gdansk,10-485,Krucza,432,50,Sadyba
24538,Kielce,35-042,Kreta,183,24,Nowa Huta
24539,Sosnowiec,35-122,Brzechwy,182,35,Rakowka-Kaweczyn
24540,Elblag,14-246,Kolejowa,380,70,Mirow
24541,Garczegorze,23-390,Kilinskiego,479,68,Kaskada
24542,Choszczno,41-906,Gornicza,17,15,Bialoleka
24543,Dobczyce,96-445,Koscielna,278,54,Michalowice
24544,Swiebodzice,05-114,Gdanska,396,52,Kepa Tarchominska
24545,Garwolin,16-996,Jezynowa,434,25,Praga-Poludnie
24546,Poznan,26-420,Tylna,47,53,Stara Ochota
24547,Chojno,53-905,Lisia,34,45,Wola
24548,Kety,30-958,Mysliwska,377,60,Targowek
24549,Cieplice,58-504,Sikorskiego,419,12,Mlociny
24550,Czosnow,94-327,Radosna,177,21,Bemowo
24551,Plock,79-511,Kusocinskiego,467,65,Mokotow Zachodni
24552,Swiebodzin,89-611,Dlugosza,157,17,Lazienki Krolewskie
24553,Kluczbork,57-800,Kossaka,215,58,Powisle
24554,Krotoszyn,09-148,Gorna,156,27,Kabaty
24555,Chelmza,72-788,Polna,274,29,Witolin
24556,Plock,40-896,Jadwigi,423,82,Mokotow
24557,Kalisz,65-361,Podwale,327,27,Ksiecia Janusza
24558,Kostrzyn nad Odra,04-229,Bursztynowa,382,40,Czerniakow
24559,Warsaw,57-680,Podgorna,251,51,Radosna
24560,Elblag,19-929,Irysowa,347,64,Kaskada
24561,Rzeszow,84-063,Zwirki i Wigury,395,10,Srodmiescie
24562,Tarnow,74-525,Mickiewicza,222,30,Grochow
24563,Elblag,27-572,Glowna,331,64,Kabaty
24564,Koszalin,36-286,Mazowiecka,43,35,Goclaw
24565,Krasnik,72-770,Bociania,177,47,Wilcza
24566,Cieplice,42-973,Lanowa,499,63,Zoliborz
24567,Chelmiec,95-980,Kopernika,206,42,Szczesliwice
24568,Duszniki-Zdroj,41-357,Wolnosci,366,48,Praga-Polnoc
24569,Frydman,68-888,Zielna,444,61,Czacki
24570,Wroclaw,01-159,Polnocna,37,70,Kaweczyn
24571,Gliwice,26-879,Letniskowa,443,63,Ksawerow
24572,Swiebodzice,07-291,Orkana,264,22,Sluzew
24573,Drawsko Pomorskie,31-451,Kilinskiego,264,26,Wlochy
24574,Duszniki-Zdroj,55-967,Zrodlana,22,80,Muranow
24575,Poznan,25-286,Swierczewskiego,264,29,Sluzew
24576,Inowroclaw,52-797,Spacerowa,259,40,Mlociny
24577,Kalisz,23-192,Slonecznikowa,67,40,Wrzeciono
24578,Sopot,95-581,Konstytucji 3 Maja,185,28,Mirow
24579,Gardno,40-279,Skrajna,411,54,Olesinska
24580,Elblag,42-257,Modrzewiowa,250,41,Mirow
24581,Koszalin,58-731,Topolowa,111,37,Sluzew
24582,Gostyn,55-937,Krokusowa,69,40,Kabaty
24583,Kazimierz Dolny,55-894,Zapolskiej,334,69,Sadyba
24584,Ruda Slaska,85-371,Kolorowa,263,72,Pomiechowek
24585,Ruda Slaska,98-489,Zurawia,439,54,Skarpa Powsinska
24586,Zabrze,81-914,Prusa,460,24,Solec
24587,Krakow,31-578,Maja,405,17,Jelonki
24588,Cieplice,23-348,Zrodlana,258,61,Pyry
24589,Wloclawek,06-258,Kowalska,289,71,Dolny Mokotow
24590,Czerwionka,32-619,Jesionowa,407,28,Sluzew
24591,Chocianow,02-469,Stycznia,384,23,Muranow Poludniowy
24592,Kalisz,23-235,Broniewskiego,231,34,Radosc
24593,Kety,23-386,Moniuszki,465,81,Targowek
24594,Gizycko,21-347,Slaska,18,40,Stegny
24595,Inowroclaw,57-744,Wojciecha,229,12,Jelonki
24596,Koszalin,04-658,Kaliska,300,15,Rakowka-Kaweczyn
24597,Chojno,78-176,Wladyslawa Jagielly,173,55,Ochota
24598,Bialystok,42-568,Walowa,195,55,Bialoleka
24599,Garczegorze,77-485,Pszenna,263,72,Czacki
24600,Tychy,10-770,Wilcza,23,64,Stara Milosna
24601,Legnica,64-569,Daszynskiego,375,79,Stara Ochota
24602,Kartuzy,36-366,Sciegiennego,10,25,Michalowice
24603,Krotoszyn,95-457,Diamentowa,490,47,Grabow
24604,Gliwice,49-344,Lipowa,49,61,Ursynow
24605,Zabrze,44-329,Sawickiej,40,49,Ksiecia Janusza
24606,Gniezno,96-052,Krancowa,186,14,Wola
24607,Elblag,94-883,Parkowa,474,40,Bialoleka
24608,Chocznia,42-204,Sportowa,254,61,Stare Miasto
24609,Czestochowa,92-968,Klasztorna,231,33,Grabow
24610,Czempin,78-402,Jana III Sobieskiego,427,57,Przyczolek Grochowski
24611,Czerwiensk,56-879,Rycerska,155,25,Przyczolek Grochowski
24612,Garwolin,47-192,Rolna,59,80,Mokotow Zachodni
24613,Duszniki-Zdroj,15-544,Tulipanowa,265,59,Gorny Mokotow
24614,Wroclaw,84-406,Bursztynowa,450,34,Ksiecia Janusza
24615,Elblag,80-074,Kusocinskiego,237,53,Wola
24616,Lodz,59-660,Wisniowa,258,12,Siekierki
24617,Choszczno,10-438,Staszica,179,39,Solec
24618,Tychy,68-156,Podwale,401,52,Radosna
24619,Czarna Bialostocka,25-068,Orkana,19,21,Sluzew
24620,Tychy,31-673,Opolska,65,49,Wilanow
24621,Legnica,13-489,Jagiellonska,343,80,Jelonki
24622,Kalisz,81-509,Wiklinowa,45,20,Olesinska
24623,Swidnica,50-974,Maczka,48,15,Rakowka-Kaweczyn
24624,Garwolin,04-186,Lelewela,378,40,Goclaw
24625,Chorzele,60-871,Kosynierow,227,36,Wilanow
24626,Dobczyce,22-133,Malinowa,339,68,Powisle
24627,Kety,19-084,Magnoliowa,237,53,Imielin
24628,Chrzanow,98-822,Brzoskwiniowa,222,14,Bielany
24629,Chrzanow,97-554,Krancowa,207,46,Niedzwiadek
24630,Dolice,59-667,Zlota,181,68,Zacisze
24631,Czerwionka,08-309,Gajowa,144,57,Bartycka
24632,Chocianow,01-587,Tartaczna,19,68,Michalowice
24633,Opole,56-804,Torowa,190,49,Kabaty
24634,Kutno,28-022,Akacjowa,426,42,Niedzwiadek
24635,Kartuzy,77-365,Topolowa,92,56,Czyste
24636,Dolice,69-895,Fredry,160,26,Bemowo
24637,Chorzow,42-781,Grunwaldzka,259,45,Kaskada
24638,Czerwiensk,86-707,Waska,493,49,Saska Kepa
24639,Poznan,47-264,Gdanska,225,45,Siekierki
24640,Krasnik,12-341,Staszica,231,50,Bielany
24641,Ciechanow,82-369,Golebia,493,37,Ksawerow
24642,Frombork,38-308,Polnocna,358,84,Grabow
24643,Krakow,79-438,Makuszynskiego,293,68,Sluzew
24644,Duszniki-Zdroj,05-447,Jaskolcza,56,30,Bemowo
24645,Legnica,76-185,Grzybowa,446,22,Ursus
24646,Kielce,24-224,Poludniowa,467,39,Zoliborz
24647,Tarnow,82-551,Tylna,291,60,Ksiecia Janusza
24648,Glogow,92-424,Teczowa,63,78,Zoliborz
24649,Kielce,99-942,Truskawkowa,264,62,Stegny
24650,Kalisz,48-187,Tylna,244,73,Lomianki Dolne
24651,Klobuck,99-354,Zlota,395,73,Lazienki Krolewskie
24652,Mielec,66-165,Tulipanowa,396,14,Zacisze
24653,Czestochowa,79-992,Wspolna,386,67,Rembertow
24654,Kartuzy,74-604,Dworska,47,58,Stegny
24655,Wroclaw,08-628,Stawowa,116,41,Wrzeciono
24656,Chocianow,22-060,Traugutta,104,47,Radosc
24657,Swidwin,42-299,Kolejowa,489,17,Imielin
24658,Rzeszow,65-008,Kossaka,349,42,Wawer
24659,Sosnowiec,84-797,Zwyciestwa,117,38,Imielin
24660,Drawno,91-674,Daleka,82,33,Koszyki
24661,Chocznia,19-368,Wroclawska,252,31,Powisle
24662,Czchow,95-223,Prusa,125,23,Wawer
24663,Plock,31-399,Zlota,183,53,Wawer
24664,Duszniki-Zdroj,15-988,Urocza,334,32,Sadyba
24665,Grudziadz,76-638,Lotnicza,172,83,Mokotow Zachodni
24666,Chocianow,63-720,Turystyczna,36,32,Pomiechowek
24667,Stargard Szczecinski,10-195,Dabrowskiej,11,77,Mokotow Zachodni
24668,Chorzele,63-126,Ludowa,262,77,Nadolnik
24669,Frombork,24-149,Mostowa,196,15,Szczesliwice
24670,Kielce,09-286,Zielona,167,24,Rakowiec
24671,Gardno,84-133,Nalkowskiej,361,56,Mlociny
24672,Swiebodzin,59-146,Boczna,287,66,Kamionek
24673,Chrzanow,81-783,Teczowa,128,28,Kamionek
24674,Chojno,89-493,Batalionow Chlopskich,277,26,Nowa Huta
24675,Ciechocinek,10-251,Narutowicza,226,74,Czacki
24676,Chorzele,19-240,Ksiezycowa,58,45,Czyste
24677,Duszniki-Zdroj,16-229,Kaliska,187,22,Radosna
24678,Ruda Slaska,46-819,Perlowa,259,30,Wilanow
24679,Swidnica,19-304,Jesienna,468,47,Stare Miasto
24680,Czerniejewo,69-967,Zrodlana,487,42,Bartycka
24681,Krakow,83-282,Rolna,451,78,Targowek
24682,Ciechocinek,81-514,Wrzosowa,410,55,Sluzewiec
24683,Lodz,35-018,Poniatowskiego,9,84,Grochow
24684,Elblag,87-964,Prusa,424,63,Michalowice
24685,Elblag,58-958,Krolewska,107,39,Muranow
24686,Opole,13-986,Przemyslowa,491,45,Wawer
24687,Gostynin,31-498,Witosa,401,22,Bartycka
24688,Mielec,23-114,Ludowa,122,44,Imielin
24689,Radom,47-062,Kosynierow,287,53,Przyczolek Grochowski
24690,Duszniki-Zdroj,97-698,Zwyciestwa,340,55,Wola
24691,Czarna Bialostocka,73-091,Nowowiejska,69,30,Solec
24692,Czestochowa,33-695,Kolejowa,223,73,Kepa Tarchominska
24693,Dziwnow,41-057,Sowia,444,84,Rakowiec
24694,Frydman,04-786,Wiklinowa,306,79,Mlociny
24695,Krasnik,22-372,Zakatek,136,18,Przyczolek Grochowski
24696,Chodziez,24-498,Zeglarska,464,51,Powisle
24697,Tychy,39-549,Wczasowa,43,45,Nadolnik
24698,Dobrzany,70-723,Lipca,322,25,Pyry
24699,Jarocin,85-312,Wladyslawa Jagielly,24,13,Muranow Poludniowy
24700,Gdansk,60-885,Dworska,467,51,Ochota
24701,Tarnow,43-364,Wisniowa,256,82,Rembertow
24702,Gubin,55-822,Okrzei,228,21,Kozia
24703,Chojnice,24-985,Letnia,450,27,Zacisze
24704,Ciechocinek,81-642,Piekna,95,33,Sluzew
24705,Folk,72-194,Azaliowa,158,44,Rakowka
24706,Gdansk,33-103,Plater,33,16,Sluzew
24707,Gliwice,38-561,Waska,494,33,Sadyba
24708,Jarocin,46-443,Plater,148,61,Czerniakow
24709,Rybnik,66-703,Osiedlowa,46,33,Wola
24710,Folk,30-827,Wysoka,467,74,Przyczolek Grochowski
24711,Swiecie,71-390,Browarna,188,17,Gorczewska
24712,Grudziadz,11-395,Lelewela,367,30,Przyczolek Grochowski
24713,Tychy,04-177,Lwowska,485,45,Muranow Poludniowy
24714,Krasnik,61-158,Jana III Sobieskiego,474,11,Powisle
24715,Sosnowiec,74-547,Srednia,385,38,Podgorze
24716,Czerwionka,98-623,Wrzosowa,9,50,Wlochy
24717,Jarocin,84-872,Boleslawa Chrobrego,450,59,Pomiechowek
24718,Radom,31-395,Brzoskwiniowa,61,30,Mokotow-Poludnie
24719,Kety,06-886,Teczowa,397,73,Mokotow Zachodni
24720,Chorzele,99-013,Kaszubska,258,43,Imielin
24721,Bydgoszcz,22-750,Jalowcowa,252,27,Radosc
24722,Chrzanow,76-283,Polnocna,38,68,Kepa Tarchominska
24723,Jarocin,59-016,Rataja,225,46,Rakowka
24724,Kazimierz Dolny,27-584,Baczynskiego,176,81,Siekierki
24725,Czestochowa,95-431,Norwida,52,48,Wrzeciono
24726,Czersk,84-652,Matejki,442,41,Rembertow
24727,Gizycko,24-537,Dzialkowa,60,27,Grabow
24728,Frampol,63-015,Spokojna,67,19,Gorczewska
